date,description,south_rating,kaanapali_rating,northwest_rating
Tuesday. March 21 2023,"Northwest (Napili, Kapalua, Honolua)

¢ Dangerous ocean conditions

¢ Powerful waves, currents & undertow
* Strong winds. Isolated showers

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Beautiful Sunny Beach Day! Light winds!

° Waves are up a bit. Currents are strong
¢ Smallest waves are south of Black Rock

Southside (olowatu, Kihei, Wailea Makena)
¢ Sunny Day for playing on the Beach!
¢ Surf is more powerful. Biggest in Makena
¢ Smallest waves at Kamaole # 1,2,3 & Ulua",4.5,4.0,1.0
Wednesday. March 1 2023,"Northwest (Napili, Kapalua, Honolua)

¢ Very Dangerous ocean conditions!
¢ Powerful waves, currents & undertow
¢ Stormy, rain showers & strong winds

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

* Small area south face of Black Rock
* Super strong winds & currents
* Scattered showers but mostly

Southside (Olowalu, Kihei, Wailea Makena)

* Kamaole 1,2,3 & Wailea area are best
¢ Afternoon winds may get too strong
¢ Mostly sunny. Possible isolated showers",8.0,4.0,1.0
Tuesday. March 14 2023,"Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay & Honolua looking good!
* Still some waves outside of the bays
¢ Mostly sunny. Increasing afternoon clouds

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

¢ Kahekili Beach is best. Black Rock good
¢ South winds may create bumpy surface
¢ Sunny skies are likelly all day. Breezy

Southside (Olowalu, Kihei, Wailea Makena)

¢ South end of Kamaole #1 & MM-14 calmest
e Waves & winds making some rough seas

¢ Sunshine expected for most of the day",5.5,75,7.0
"Wednesday, March 8 2023","Northwest (Napili, Kapalua, Honolua)
e High Surf Advisory in effect

e Heavy storms and strong winds

e Snorkeling not advised today

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Strong waves, currents, undertow

e Wind advisory in effect, very rainy

e Snorkeling not advised today

South Shore (Olowalu, Kihei, Makena Landing)
e Strong waves, currents, undertow

e Wind advisory in effect, very rainy

e Snorkeling not advised today",0.0,1.0,0.0
"Wednesday, March 29 2023","Northwest (Napili, Kapalua, Honolua)

¢ Calm & clear at Honolua Bay & Kapalua Bay
e Light winds, partly sunny

¢ Small waves over reef at Napili Bay

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili Beach Park looks great

¢ Partly sunny with calm breeze

e Shore break at Ka’anapali Beach

South Shore (Olowalu, Kihei, Makena Landing)
e¢ MM-14, Wailea, and Kam 1,2,3 are OK

« Mostly cloudy, chance of showers

e Be aware of small wave and shore break",6.0,75,75
"Thursday, March 23 2023","Northwest (Napili, Kapalua, Honolua)

¢ Calm water at Honolua and Kapalua Bay
¢ Cloudy with scattered showers

e Waves outside the bays, esp. Napili Bay

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili Beach Park looks nice today

¢ Scattered showers and cloudy

« Waves crashing on tip of Black Rock

South Shore (Olowalu, Kihei, Makena Landing)
e Ulua Beach has some calm water

« Cloudy, chance of showers, light wind

e Waves present throughout the zone",4.5,6.0,6.0
"Sunday, March 19 2023","Northwest (Napili, Kapalua, Honolua)

e Fantastic inside Kapalua Bay & Honolua Bay
e Waves may pick up in more exposed areas

¢ Mostly sunny with high clouds. Light winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili Beach & Black Rock are amazing

¢ Slightest of chances winds may pick up

« Light winds & mostly sunny skies likely

South Shore (Olowalu, Kihei, Makena Landing)
e Kamaole 1, 2, 3, Ulua, Makena Landing great
e Winds possibly stronger later in the day

¢ Clear skies & light winds expected",8.5,9.0,8.5
"Saturday, March 11 2023","Northwest (Napili, Kapalua, Honolua)
e Smallest waves inside Kapalua Bay

e Powerful waves & currents today

e Mostly sunny with light winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Kahekili & Black Rock both fantastic!

e Still some surf along the shoreline

e Sunny skies & calm winds likely

South Shore (Olowalu, Kihei, Makena Landing)
e Mile Marker 14 is the most calm

e Biggest waves in Makena & Wailea

e Sunshine & fairly calm winds expected",4.0,7.5,2.0
"Friday, March 17 2023","Northwest (Napili, Kapalua, Honolua)

e Best inside Kapalua Bay & Honolua Bay
e Slightly elevated waves up the points
e Sunny with light winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Kahekili & Black Rock both excellent

e Some waves but not too big

e Mostly sunny with light winds expected

South Shore (Olowalu, Kihei, Makena Landing)
e Calmest at Ulua Beach, Kamaole 1, MM-14

e Waves up a bit, mainly in Makena

e Sunshine & calm winds likely all day",7.0,8.5,8.0
Tuesday. March 7 2023,"Northwest (Napili, Kapalua, Honolua)

¢ Honolua Bay is calmest early this AM

e Increasing waves & strong currents

e Sunny & windy. Scattered showers later

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili is a bit calmer than Black Rock

¢ Strong currents & wind waves

¢ Windy & sunny. Maybe PM showers

Southside (ciowatu, Kinei, Wailea Makena)

e¢ South end of Kamaole # 1 calmest

« Rough seas with wind waves & currents
e Sunshine then scattered showers",3.0,4.5,4.0
Monday. March 20 2023,"Northwest (Napili, Kapalua, Honolua)

¢ Hazardous ocean conditions here today
¢ Smaller waves inside Kapalua Bay
¢ Mostly sunny. Breezy east winds

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

¢ Kahekili & Black Rock are good
¢ The waves are starting to get bigger
¢ Looks like sunshine for most of the day

Southside (Olowalu, Kihei, Wailea Makena)

¢ MM-14, Kam 1,2,3 & Wailea are best
¢ Waves may pick up a bit later in the day
¢ Sunny skies are likely all day today",75,6.5,2.0
"Wednesday, March 8 2023","Northwest (Napili, Kapalua, Honolua)
e High Surf Advisory in effect

e Heavy storms and strong winds

e Snorkeling not advised today

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Strong waves, currents, undertow

e Wind advisory in effect, very rainy

e Snorkeling not advised today

South Shore (Olowalu, Kihei, Makena Landing)
e Strong waves, currents, undertow

e Wind advisory in effect, very rainy

e Snorkeling not advised today",0.0,1.0,0.0
"Saturday, March 25 2023","Northwest (Napili, Kapalua, Honolua)

e Honolua Bay & Kapalua bay are best

« Strong currents outside of the bays

e Mostly sunny. Wind gusts around 25 mph

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Calm & clear at Kahekili & Black Rock

e Usual strong currents further out

« Sunshine & favorable winds likely all day

South Shore (Olowalu, Kihei, Makena Landing)
e¢ MM-14, Kam 1,2,3 & Ulua Beach look great
¢ Still slightly elevated waves in areas

e Sunny. Light winds turning onshore later",7.5,8.5,7.0
"Saturday, March 04 2023","Northwest (Napili, Kapalua, Honolua)
¢ Kapalua Bay & Honolua are calm!

¢ Stronger currents outside the bays
e Mostly sunny. Scattered showers

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock & Kahekili are fantastic!

¢ Should stay calm all day long

e Sunny, very small chance of showers

South Shore (olowatu, Kihei, Wailea, Makena)
¢ Kamaoles, Ulua, Makena Landing great!

« Slightly elevated waves at times

e Likely sunny all day. Maybe PM showers",,8.5,7.0
"Wednesday, March 15 2023","Northwest (Napili, Kapalua, Honolua)
e Kapalua Bay hosts calm conditions
e Mostly sunny, isolated PM showers
e Waves and currents outside the bay

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Kahekili Beach looks alright today

e Mostly sunny, isolated PM showers

e Strong currents, waves, shorebreak

South Shore (Olowalu, Kihei, Makena Landing)
e Consistent waves across the zone

e Light winds and mostly sunny

e Be cautious of currents and waves",3.5,5.0,6.5
Thursday. March 2 2023,"Northwest (Napili, Kapalua, Honolua)

¢ Not likely but Kapalua Bay may calm
¢ Super strong currents, waves in areas
e¢ Extreme winds, scattered showers

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

¢ South face Black Rock has area of calm
¢ Strong currents out near/past rock tip
e¢ Mostly sunny. Scattered showers. Windy

Southside (Olowalu, Kihei, Wailea Makena)

* Kam 1,2,3, Ulua & Mak Landing great
°¢ PM winds likley causing rough seas
* Sunny. Possible isolated showers later",75,5.0,1.5
"Friday, March 31 2023","Northwest (Napili, Kapalua, Honolua)
¢ Kapalua Bay & Honolua are fantastic
e Some waves in the shallower areas

e Mostly sunny. Isolated showers later

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili & Black Rock are the most calm

e Waves are up a bit. Currents further out

e Sunshine & light winds likely all day

South Shore (Olowalu, Kihei, Makena Landing)
e Kam 1,2,3 & the north end of Ulua are best

e South swell causing elevated waves

¢ Clear skies are expected. Stronger PM wind",6.5,75,
"Monday, March 06 2023","Northwest (Napili, Kapalua, Honolua)
¢ Kapalua Bay has calm water early

¢ Conditions will change quickly

e Heavy rain & strong wings this PM

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Wind waves & rough seas already

¢ Stormy conditions this afternoon

¢ Mostly sunny then heavy rain later

South Shore (olowatu, Kihei, Wailea, Makena)
¢ Choppy wind waves. Poor visibility

« Seas are already getting rough

¢ Mostly sunny & windy then heavy rain",2.0,3.0,4.0
Saturday April 012023,"Northwest (Napili, Kapalua, Honolua)

« Calm & clear inside Kapalua Bay & Honolua
e Waves picked up on the points & beaches
¢ Cloudy, isolated showers are likely

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock & Kahekili are decent

e Waves just big enough to affect ares

e Cloudy but the sun should pop out soon

South Shore (Olowalu, Kihei, Makena Landing)
« Kam 1,2,3, Ulua & Makena Landing

e Waves may pick back up this afternoon

e Sunny with increasing clouds later",7.0,6.0,6.5
Thursday April 06 2023,"Northwest (Napili, Kapalua, Honolua)
¢ Honolua, Napili, and Kapalua Bay are great
¢ Mostly sunny with prominent winds
¢ Be mindful of PM wind waves and currents

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Kahekili and Black Rock look wonderful

¢ Medium - strong winds and sunny skies

¢ Currents further out to be avoided

South Shore (Olowalu, Kihei, Makena Landing)

e Kamaole 1, 2, 3, Ulua, and Makena Landings great
e Light AM winds, strong PM winds, sunny skies

e Be cautious of currents and wind waves in PM",,8.5,
Wednesday April 05 2023,"Northwest (Napili, Kapalua, Honolua)

¢ Calm & clear at Honolua & Kapalua Bay
e Partly sunny with medium-strong winds
¢ Small waves over reef at Napili Bay

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Black Rock and Kahekili look great

¢ Mostly sunny with medium-strong winds

¢ Currents further from shore

South Shore (Olowalu, Kihei, Makena Landing)
e Ulua, Kam 2,3, and Makena Landing great

¢ Mostly sunny and light winds

¢ Some shore break at Charley Young",7.5,8.5,75
Sunday April 02 2023,"Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay & Honolua are crystal clear
« Strong currents outside of the bays

« Mostly sunny early. Rain expected later

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili & Black Rock are great this AM

¢ Some small 1ft waves in areas

e Sunny morning. Rain likely this PM

South Shore (Olowalu, Kihei, Makena Landing)
e Kamaole 1,2,3, Ulua & Makena Landing good
e Waves are still elevated in the shallows

e Sunshine this AM. Afternoon rain showers",7.0,75,
April 3 2023,"Northwest

Napili, Kapalua, Honolua

¢ Inside Kapalua Bay & Honolua crystal clear
¢ Extremely strong currents further out,

© Scattered showers. Super strong winds

Ka'anapali

Black Rock, Kahekili (Airport Beach)

© South face Black Rock has pocket of calm
¢ Kahekili may improve. Currents are strong
e A bit cloudy but likely clearing up soon

South Shore

Olowalu, Kihei, Wailea, Makena
e Kam 1,2,3, Ulua & Makena Landing are good
e Increasing afternoon winds-may get rough
e Mostly sunny with passing clouds at times

8.0

6.5

7.0",,,
April 4 2023,"Northwest

Napili, Kapalua, Honolua

e Kapalua Bay & Honolua are nice & calm

© Strong currents outside of the bays 8.0
© Mostly sunny. Breezy east winds 20mph

Ka'anapali

Black Rock, Kahekili (Airport: Beach)

e Kahekili Beach & Black Rock are fantastic

e Wind may affect areas late this afternoon 8.5
e Sunny skies & favorable winds likely

South Shore

Olowalu, Kihei, Wailea, Makena

e Kam 1,2,3, Ulua & Mak Landing are calmest.

e Elevated waves are still breaking in areas 7.0
e Sunshine. Increasing winds this afternoon",,,
| Snel Report,"Northwest

Napili, Kapalua, Honolua

e Mostly sunny. Light winds expected

e Extremely dangerous ocean conditions 0
e Waves washing high upon the shoreline

r e
Ka'anapali
Black Rock, Kahekili (Airport Beach)
e Sunny & light winds expected all day 8 0
e Waves may pick up at Kahekili later e

e Black Rock & Kahekili are fantastic

Southside

Olowalu, Kihei, Makena Landing

e Sunshine & light winds expected 7 0
e Waves may pick up later in the day e

Ww 3s Pe. vaboeb..”.0lUwMmlhlhUma ee",,,
| Snel Report,"Northwest

Napili, Kapalua, Honolua

e Mostly sunny & windy 3 5
e Waves & currents are still hazardous e

e Slightly smaller waves in Kapalua Bay early

Ka'anapali

Black Rock, Kahekili (Airport Beach)

e Sunshine & lighter winds expected

e Slightly elevated waves & currents 8.5
e Kahekili & Black Rock are excellent

Southside

Olowalu, Kihei, Makena Landing

e Sunny with increasing afternoon winds 7 0
e Waves in areas. Wind waves likely la later e

RAY... UPC mM re nT",,,
"Saturday, October 1, 2022","North West (epili,kapatua, Honolua)

Isolated showers should clear up soon
Elevated waves in some areas
Kapalua Bay & Honolua Bay are mostly calm

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light winds expetced all day
Slight chance wind may affect conditions later
Kahekili & Black Rock both excellent & calm

South Shore (oiowalu, kinei, Makena Landing)

Sunshine & light winds for most of the day
Wind could still cause rough seas later
Kam 1,2,3, Ulua & Makena Landing super calm",8.5,9.0,8.0
"Monday, October 10, 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Dangerous Ocean Conditions!
Extremely powerful waves, currents, undertow
Recommended to stay out of the water here

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Increasing clouds later
Dangerous waves, currents & undertow
No snorkeling but smaller waves south Black Rock

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny with calm winds expected
Waves are most powerful in Makena
Smaller waves Kamaole # 1 & north corner Ulua",5.0,1.5,0
| Snel Report,"Northwest

Napili, Kapalua, Honolua

e Sunny skies. Increasing afternoon winds

e Hazardous currents & waves rising 4.0
e Kapalua Bay has the smallest waves this AM

r e
Ka'anapali
Black Rock, Kahekili (Airport Beach)
e Clear blue skies & light winds 7 5
e Slightly elevated waves in areas e

e Black Rock & Kahekili are calm & clear

Southside

Olowalu, Kihei, Makena Landing

e Sunshine & light winds. Increasing PM wind 4 5
e Waves are breaking at most beaches e

ee ee ee",,,
"Thursday, October 27 2022","Northwest (Napili, Kapalua, Honolua)

e Isolated showers, partly sunny & windy

e Waves/stronger currents outside the bays
e Inside Kapalua Bay has super clear visibility

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Mostly sunny with passing clouds

e Kahekili is a little rough but should calm

e South face of Black Rock is calm & clear

Southside (Olowalu, Kihei, Makena Landing)

e Mostly sunny, isolated showers, breezy

e Waves may pick up this afternoon

e¢ Kam 1, Ulua & Makena Landing are looking good",6.5,7.0,6.0
"Sunday, October 30 2022","Northwest (Napili, Kapalua, Honolua)

e Isolated Shwoers mixed with sunshine

e Stronger waves & currents in areas

e Parts of Honolua & Kapalua Bay are calm

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Sunny skies expected for most of the day
e Wind may affect Kahekili Beach later

e Black Rock & Kahekili both great this AM

Southside (Olowalu, Kihei, Makena Landing)

e Mostly sunny. Increasing afternoon clouds

e Wind waves & rough seas are likely later

e¢ Kam 1, 2, 3, Ulua & Makena Landing are best earlt",75,8.0,6.5
tober 27 2022,"Northwest

Napili, Kapalua, Honolua
e Isolated showers, partly sunny & windy

e Waves/stronger currents outside the bays 6.0
¢ Inside Kapalua Bay has super clear visibility

Ka'anapali

Black Rock, Kahekili (Airport Beach)

e Mostly sunny with passing clouds

e Kahekili is a little rough but should calm 6.5
e South Face of Black Rock is calm & clears

Southside

Olowalu, Kihei, Makena Landing

e Mostly sunny, isolated showers, breezy

e Waves may pick up this afternoon 6.0
e Kam 1, Ulua & Makena Landing are looking good",,,
"Tuesday, October 11, 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Slightly smaller waves
Dangerous waves currents & undertow!
Conditions remain very hazardous

Near Ka'anapali (ick rock. airport Kahekil

Sunny, Increasing clouds later this afternoon
Waves are smaller but still hazardous at times
Smallest waves near south face of Black Rock

South Shore (oiowalu, kinei, Makena Landing)

Sunny then increasing clouds around noon
Waves are still elevated, very powerful in Makena
Kamaole # 1 & north end Ulua have smallest wave:",5.0,4.5,0
"Friday, October 7, 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Breezy north wind
Waves & currents becoming very powerful
Kapalua Bay is calm early but dangerous soon

Near Ka'anapali (ick rock. airport Kahekil

Clear skies & light winds are expected
Waves up alittle & may pick up later
Black Rock & Kahekili are excellent this morning

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light winds. Increasing clouds later
Waves are picking up, biggest in Makena
Ulua Beach & Kamaole # 1 looking good this AM",6.0,8.0,3.5
"Saturday, October 29 2022","Northwest (Napili, Kapalua, Honolua)

e Sunny skies with passing clouds early

e Waves breaking outside of the bays

e Honolua & Kapalua Bays have calm water

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Sunshine & favorable winds expected

e Waves in areas of the beaches

e Kahekili & Black Rock are both excellent

Southside (Olowalu, Kihei, Makena Landing)

e Sunny skies & light wind likely all day

e Waves in areas to be cautious of

e Kamaole 1, 2, 3, Ulua and Makena Landing are gre",8.0,8.5,8.0
"Thursday, October 6, 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Scattered showers later. Windy
Waves in open ocean exposed areas & points
Most of Kapalua Bay & Honolua Bay is calm

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & favorable winds likely this morning
Elevated waves in areas of the beach
South face Black Rock good. Kahekili is great

South Shore (oiowalu, kinei, Makena Landing)

Sunny & light wind early. Increasing wind later
Elevated waves in areas, especially Makena
Kam 1,2,3, Ulua & Wailea beaches looking good",6.5,8.0,7.0
"Tuesday, October 4, 2022","North West (epili,kapatua, Honolua)

Mostly sunny early. Rain expected. Windy
Extremely dangerous conditions!
Super dangerous waves, currents & undertow

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Scattered showers likely later
Waves & currents are powerful. Poor visibility
Slightly smaller waves closer to Black Rock

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny early. Scattered showers later
Waves at most beaches. Biggest in Makena
Smaller waves at Kam #1 & north end of Ulua",4.5,3.5,0
"Friday, October 28 2022","Northwest (Napili, Kapalua, Honolua)

e Sunny, breezy. Possible rain showers later
e Elevated waves around points & beaches
e Honolua & Kapalua bay are calm & clear

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Sunny with light winds expected

e Wind & waves may increase later

e Black Rock & Kahekili are both excellent

Southside (Olowalu, Kihei, Makena Landing)

e Sunshine & light winds expected

e« Some waves. Patches of murky water

e« Kam 1, 2, 3, Ulua & Wailea Beaches looking great",7.0,8.0,75
"Sunday, October 9, 2022","North West (epili,kapatua, Honolua)

Partly sunny. Possible isolated showers
High Surf Advisory! Extremely dangerous
Powerful waves, currents & undertow

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny after morning clouds
Powerful currents. Waves are getting bigger
Smaller waves near the south face of Black Rock

South Shore (oiowalu, kinei, Makena Landing)

Partly sunny. Isolated showers likely later
Waves & currents are strong, especailly Makena
Smaller waves Kam # 1 & north end Ulua Beach",4.0,3.5,0
"Saturday, October 8, 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Increasing clouds later
Dangerous waves, currents & undertow
Recomended to stay out of the water here

Near Ka'anapali (ick rock. airport Kahekil

Sunny beautiful beach day. Calm winds
Waves are not huge but are powerful
South face of Black Rock has smallest waves

South Shore (oiowalu, kinei, Makena Landing)

Sunny beach day. Increasing clouds later
Waves are not huge but are powerful
Kamaole 1 & north end of Ulua have smaller waves",4.0,4.5,0
"lednesday, October 26 2022","Northwest (Napili, Kapalua, Honolua)

e Incoming northern swell, waves expected
e Cloudy, scattered showers, strong winds
e Kapalua Bay is the best option

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Partly sunny AM, increasing PM winds

e Strong currents further out from shore

e South face of Black Rock is calm

Southside (Olowalu, Kihei, Makena Landing)

e Cloudy, scattered showers, windy all day

e Rough water expected in the PM

e« Kam 1, 2, 3, Wailea, and Ulua Beach are good in Al",6.0,6.5,5.0
"Monday, October 3, 2022","North West (epili,kapatua, Honolua)

Cloudy & raining. May clear up this afternoon
Dangerous waves, currents & undertow
Kapalua Bay has only sightly smaller waves

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny early. Increasing clouds & rain
Seas are pretty rough. Waves & currents
Smaller waves closer to Black Rock

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny early. Increasing clouds & wind
Waves are picking up, biggest in Makena
Kamaole #1 & north end of Ulua are more calm",5.0,4.0,1.5
"Sunday, October 2, 2022","North West (epili,kapatua, Honolua)

Storm on the way. Rain is expected today
Powerful waves & currents at most beaches
Slightly smaller waves in Kapalua Bay

Near Ka'anapali (ick rock. airport Kahekil

Sunny early. Increasing afternoon clouds
Waves & currents a little stronger in areas
South face of Black Rock & Kahekili good early

South Shore (oiowalu, kinei, Makena Landing)

Sunshine expected for most of the day
Increasing winds & rough seas likely later
Kamaole, Ulua & Wailea beaches good this AM",7.0,7.5,4.0
| Snel Report,"Northwest

Napili, Kapalua, Honolua

e Sunny skies. Increasing afternoon winds

e Hazardous currents & waves rising 4.0
e Kapalua Bay has the smallest waves this AM

r e
Ka'anapali
Black Rock, Kahekili (Airport Beach)
e Clear blue skies & light winds 7 5
e Slightly elevated waves in areas e

e Black Rock & Kahekili are calm & clear

Southside

Olowalu, Kihei, Makena Landing

e Sunshine & light winds. Increasing PM wind 1 0
e Waves are breaking at most beaches e

ee ee ee",,,
| Snel Report,"Northwest

Napili, Kapalua, Honolua

e Partly sunny. Isolated showers. Windy

e High Surf Advisory! Dangerous conditions! 0
e Recommended to stay out of the ocean here

ii e
Ka'anapali
Black Rock, Kahekili (Airport Beach)
e Sunny skies are expected all day 4 0
e Powerful currents & waves at times e

e Small area south of Black Rock is OK

Southside

Olowalu, Kihei, Makena Landing

e Sunshine expected. Strong afternoon wind <5. 0
e Smaller but still powerful waves in areas

Pe | ee es | ee",,,
"Wednesday, October 5, 207","North West (epili,kapatua, Honolua)

Mostly sunny. Windy. Possible rain later
Waves & currents are still powerful
Honolua is brown. Kapalua Bay improving

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies expected. Increasing afternoon wind
Smaller waves but still powerful at times
Kahekili is best. Black Rock is OK-avoid waves

South Shore (oiowalu, kinei, Makena Landing)

Sunny. Increasing afternoon wind & clouds
Smaller waves but still powerful at times
Kamaole # 1, north end Ulua are best- avoid waves",5.0,5.5,3.5
"Thursday, October 13, 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Afternoon isolated showers
Waves in some beaches & shallow points
Honolua Bay & Kapalua Bay are calmest

Near Ka'anapali (ick rock. airport Kahekil

Sunny. Chance of afternoon isolated showers
Waves may pick up alittle bit later
Black Rock & Kahekili both looking great

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Isolated showers likely later
Waves are not huge but are breaking in areas
Kamaole # 1, north end of Ulua looking good",5.5,7.5,7.0
"Wednesday, October 12, 20","North West (epili,kapatua, Honolua)

Partly sunny. Possible showers later
Waves in more open ocean exposed beaches
Part of Honolua is good. Kapalua bay is best

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny then increasing clouds later
Waves in some areas of the beach but smaller
Black Rock & Kahekili Beach both looking good

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny then increasing clouds later
Waves are elevated, biggest at Makena Beach
Kamaole 1,2,3 & part of Ulua are pretty calm",6.0,7.5,6.5
| Bel Report,"Northwest

Napili, Kapalua, Honolua

e Mostly sunny with Isolated showers

e Waves & currents are stronger today 5.5
e Part of Kapalua Bay & Honolua are calm

Ka'anapali

Black Rock, Kahekili (Airport Beach)

e Sun expected. Strong afternoon winds

e Kahekili likley too windy this afternoon 8.0
e South face of Black Rock good all day

Southside

Olowalu, Kihei, Makena Landing

e Sunny, light wind early. Strong wind later 6 5
e Waves are powerful in the Makena area e

a ee ee ee eae Tee ee Leet Fe ol) Gare oe eae Meee |",,,
"Monday, November 14 2022","Northwest (Napili, Kapalua, Honolua)
¢ Kapalua Bay has the smallest waves
¢ Mostly sunny with scattered showers
¢ Waves are dangerous at most beaches

Ka'anapali (Black Rock, Kahekili-Airport Beach)
* Kahekili & Black Rock are calm & clear early
¢ Sunshine. Increasing PM winds

¢ Likely too windy at Kahekili later in the day

Southside (Olowalu, Kihei, Makena Landing)

¢ Kam 1,2,3, Ulua, Makena Landing great early
e Sunny. Strong winds this afternoon

¢ Proabably too windy this afternoon",8.0,8.5,4.0
"Thursday, November 17 2022","Northwest (Napili, Kapalua, Honolua)

e Dangerous ocean conditions in this zone
e Currents, undertow & powerful waves

e Mostly sunny, scattered showers, breezy

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Black Rock & Kahekili Beach are great

e Sunny with lighter wind expected today

e Waves in some areas. May get bigger later

Southside (Olowalu, Kihei, Makena Landing)

e Ulua, Kam # 1& Mile Marker 14 best early

e Sunny with light wind this morning

e Powerful waves in Makena spreading north",4.5,7.0,0.0
"Sunday, November 20 2022","Northwest (Napili, Kapalua, Honolua)

e Inside Kapalua Bay & Honolua Bay are calm early
e Partly sunny, scattered rain showers

e Extreme winds, increasing waves & currents

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Kahekili & Black Rock are fantastic early
e Mostly sunny. Super strong winds later
e Likely too windy for Kahekili this afternoon

Southside (v-14, Kihei, Makena Landing)

e Kamaole Beaches & Ulua Beach are good

e Sunny skies. Very strong afternoon winds
e Rough seas & increasing wind waves later",6.5,75,5.0
"Friday, November 4 2022","Northwest (Napili, Kapalua, Honolua)

e Sunny skies & strong winds

e Waves & currents in exposed shoreline

e Inside of Kapalua and Honolua Bay is calm

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Sunshine. Slight chance of PM showers

e Stronger waves & currents today

e South face of Black Rock has area of calm

Southside (Olowalu, Kihei, Makena Landing)

e Sunny this morning. Possible showers later
e Hazardous waves, especially in Makena

e Smallest waves at Kamaole #1",3.5,5.0,6.0
"hursday, November 24 2022","Northwest (Napili, Kapalua, Honolua)

e Extremely dangerous ocean conditions!
e Powerful waves, currents & undertow!

e Extremely strong winds & rain expected

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e South face Black Rock has small area of calm
e Extreme currents near & past rock tip

e Scattered rain, increasing waves & currents

Southside (v-14, Kihei, Makena Landing)
e Kamaole beaches & Ulua are calm early
e Increasing wind waves & currents soon
e Mostly sunny early. Scattered showers later",5.0,3.0,0.0
"Sunday, November 13 2022","Northwest (Napili, Kapalua, Honolua)

e High Surf Advisory - Dangerous Seas
e Powerful waves, currents & undertow
e Mostly sunny, windy & scattered showers

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e South face of Black Rock is calm & clear

e Shore break waves & stronger currents

e Beautiful sunny day & breezy winds

Southside (Olowalu, Kihei, Makena Landing)

e¢ Kam 1, 2, 3, Ulua Beach & Makena Landing are bes
e Some waves. Strong wing late this PM

e Sunny with light winds this morning",75,5.0,0.0
